Drug Name,Drug ID,Cell Line Name,Cosmic ID,TCGA Classification,Tissue,Tissue Sub-type,IC50,AUC,Max Conc,RMSE,Z score,Dataset Version
"Nutlin-3a (-)","1047","PFSK-1","683667","MB","nervous_system","medulloblastoma","4.2617770000390065",".97008554300909267","10",".073075016486307598","-.086424958913997402","GDSC2"
"Nutlin-3a (-)","1047","A673","684052","UNCLASSIFIED","soft_tissue","rhabdomyosarcoma","4.9845478135313188",".9847900403563784","10",".057690146003164425",".31803427589841482","GDSC2"
"Nutlin-3a (-)","1047","ES5","684057","UNCLASSIFIED","bone","ewings_sarcoma","4.7366111969967166",".98054462316778557","10",".035788688069391041",".17929008156518542","GDSC2"
"Nutlin-3a (-)","1047","ES7","684059","UNCLASSIFIED","bone","ewings_sarcoma","4.3745043758915889",".97533900708732912","10",".073701875411762069","-.023343236010099831","GDSC2"
"Nutlin-3a (-)","1047","EW-11","684062","UNCLASSIFIED","bone","ewings_sarcoma","5.2706280813693258",".97814054851746601","10",".090291067949900897",".47812348269082627","GDSC2"
"Nutlin-3a (-)","1047","SK-ES-1","684072","UNCLASSIFIED","bone","ewings_sarcoma","4.3068081490056969",".9806765638105579","10",".079127076444456504","-.061225734327454165","GDSC2"
"Nutlin-3a (-)","1047","COLO-829","687448","SKCM","skin","melanoma","5.856490004503085",".95461669250580372","10",".10444010447250213",".80596912990431724","GDSC2"
"Nutlin-3a (-)","1047","5637","687452","BLCA","urogenital_system","bladder","5.0819464853135479",".9737905884205601","10",".079939694223368135",".37253812625512911","GDSC2"
"Nutlin-3a (-)","1047","RT4","687455","BLCA","urogenital_system","bladder","2.497195997959746",".89181237108398681","10",".079293304444764803","-1.0738764007023125","GDSC2"
"Nutlin-3a (-)","1047","SW780","687457","BLCA","urogenital_system","bladder","3.5743763308924104",".92691664652536698","10",".089487497109452613","-.47109122304992407","GDSC2"
"Nutlin-3a (-)","1047","TCCSUP","687459","BLCA","urogenital_system","bladder","6.0027796745461925",".98100886825298628","10",".049940574949663592",".88783215882313071","GDSC2"
"Nutlin-3a (-)","1047","C-33-A","687505","CESC","urogenital_system","cervix","4.3646041803069684",".96615825332667249","10",".098717382134209497","-.028883340087215319","GDSC2"
"Nutlin-3a (-)","1047","C-4-I","687506","CESC","urogenital_system","cervix","4.6753086544745903",".98211003762264903","10",".079182422132214728",".14498545971589946","GDSC2"
"Nutlin-3a (-)","1047","ME-180","687514","CESC","urogenital_system","cervix","5.125399900105867",".97670853593681728","10",".083291270050152133",".39685445802836095","GDSC2"
"Nutlin-3a (-)","1047","42-MG-BA","687561","GBM","nervous_system","glioma","5.516725109883696",".98603764352745626","10",".036261919774475231",".61583825199866205","GDSC2"
"Nutlin-3a (-)","1047","8-MG-BA","687562","GBM","nervous_system","glioma","4.758253189466096",".98423438462999935","10",".062230247542135263",".19140084136701888","GDSC2"
"Nutlin-3a (-)","1047","A172","687563","GBM","nervous_system","glioma","1.9101118491262774",".83417659255280552","10",".051698652661994783","-1.4024059998159695","GDSC2"
"Nutlin-3a (-)","1047","GB-1","687568","GBM","nervous_system","glioma","6.3483180433346416",".97744492290314278","10",".076592433125145215","1.0811938464142854","GDSC2"
"Nutlin-3a (-)","1047","T98G","687586","GBM","nervous_system","glioma","4.6124305254821243",".9726578600192799","10",".085558604952672548",".10979914689863535","GDSC2"
"Nutlin-3a (-)","1047","U-118-MG","687588","GBM","nervous_system","glioma","5.8961838051529059",".97251262632070756","10",".062854470621250505",".82818159883350673","GDSC2"
"Nutlin-3a (-)","1047","U-87-MG","687590","GBM","nervous_system","glioma","3.3426963930107991",".91649552702008108","10",".093248409861387868","-.60073825451238139","GDSC2"
"Nutlin-3a (-)","1047","YKG-1","687592","GBM","nervous_system","glioma","4.1150637394242731",".95163244391275981","10",".045002257355173846","-.16852502717540108","GDSC2"
"Nutlin-3a (-)","1047","ChaGo-K-1","687596","UNCLASSIFIED","lung","lung_NSCLC_not_specified","4.7039960768862885",".97697074504032688","10",".038664190984917191",".16103880982464636","GDSC2"
"Nutlin-3a (-)","1047","NCI-H720","687600","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","4.9315307771162002",".98250348327489367","10",".068431004910043836",".28836618529460306","GDSC2"
"Nutlin-3a (-)","1047","Calu-3","687777","LUAD","lung","lung_NSCLC_adenocarcinoma","6.0693993380351134",".96897550202519622","10",".085651533958447448",".92511221719736936","GDSC2"
"Nutlin-3a (-)","1047","COR-L23","687780","UNCLASSIFIED","lung","lung_NSCLC_large_cell","4.9217084364878705",".96379105994836545","10",".063269132916732293",".28286964849422297","GDSC2"
"Nutlin-3a (-)","1047","LK-2","687787","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","5.1133861946282835",".97331237915435376","10",".08217154160638529",".39013164350124002","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1437","687794","LUAD","lung","lung_NSCLC_adenocarcinoma","4.0909210112400931",".95737162533377163","10",".075541372798270917","-.18203518722250617","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1623","687798","LUAD","lung","lung_NSCLC_adenocarcinoma","5.8610894374124749",".98268593201056786","10",".077634129385854539",".80854295148147015","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1648","687799","LUAD","lung","lung_NSCLC_adenocarcinoma","4.8687907805904578",".96850300686970003","10",".089451946511223165",".25325717077266413","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1650","687800","LUAD","lung","lung_NSCLC_adenocarcinoma","6.6038849009113791",".97516071205822497","10",".063564391742939763","1.2242078886657293","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1693","687802","LUAD","lung","lung_NSCLC_adenocarcinoma","7.343730914601224",".97306650908555703","10",".055182236712394417","1.6382223272540009","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1770","687804","UNCLASSIFIED","lung","lung_NSCLC_not_specified","4.9997760827152788",".99070457735743089","10",".02500183528027862",".32655594554345979","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1838","687807","LUAD","lung","lung_NSCLC_adenocarcinoma","6.5796148873676046",".97415762398779315","10",".054456099299580792","1.2106265003147367","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2085","687812","LUAD","lung","lung_NSCLC_adenocarcinoma","5.4898575216282568",".97442189412858538","10",".083469179044439124",".60080327274356027","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2170","687815","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","5.4377360903458776",".98305777995690724","10",".077367372231252618",".57163635866752172","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2228","687816","LUAD","lung","lung_NSCLC_adenocarcinoma","6.0452808019710949",".96842733050941632","10",".076306319382688698",".91161559494983546","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2342","687819","LUAD","lung","lung_NSCLC_adenocarcinoma","6.7646952218939722",".98985814341335043","10",".01998181240259567","1.3141966073029543","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2347","687820","LUAD","lung","lung_NSCLC_adenocarcinoma","7.3172399955745924",".97215693671171699","10",".066430638989149415","1.6233981303730862","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2405","687821","LUAD","lung","lung_NSCLC_adenocarcinoma","8.0307060312605145",".97369137395384464","10",".060671035583218583","2.0226504541683146","GDSC2"
"Nutlin-3a (-)","1047","NCI-H661","687829","UNCLASSIFIED","lung","lung_NSCLC_large_cell","5.0797637603006898",".97533555956632068","10",".073750165076959306",".37131668334123935","GDSC2"
"Nutlin-3a (-)","1047","COR-L311","687980","SCLC","lung","lung_small_cell_carcinoma","5.3375607317874145",".9913200271135062","10",".032926979630702534",".51557868711622579","GDSC2"
"Nutlin-3a (-)","1047","DMS-114","687983","SCLC","lung","lung_small_cell_carcinoma","4.6033191696208045",".96919711843261602","10",".10216836158317608",".10470047391547094","GDSC2"
"Nutlin-3a (-)","1047","DMS-273","687985","SCLC","lung","lung_small_cell_carcinoma","5.1748257021821908",".98201692634864868","10",".070590270822173118",".4245129103546077","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1048","687995","SCLC","lung","lung_small_cell_carcinoma","4.7763427478114284",".97999778482768085","10",".09692562589491327",".20152367531364096","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1092","687997","SCLC","lung","lung_small_cell_carcinoma","6.1868540124913736",".98642165284054906","10",".046693747503971421",".99083931473494202","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1694","688006","SCLC","lung","lung_small_cell_carcinoma","4.6584719869073226",".98397548875367014","8",".11562762781112854",".13556373770675456","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1963","688010","SCLC","lung","lung_small_cell_carcinoma","4.5777999109247425",".98150291586409011","8",".029316859286565737",".090420013702478388","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2029","688011","SCLC","lung","lung_small_cell_carcinoma","5.7548369048221124",".99220947350903899","10",".079004295057678198",".74908452119326929","GDSC2"
"Nutlin-3a (-)","1047","NCI-H209","688013","SCLC","lung","lung_small_cell_carcinoma","4.8761654725513912",".98669357392850643","10",".04685008330766139",".25738401459620502","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2141","688014","SCLC","lung","lung_small_cell_carcinoma","5.8252614868966415",".98274362747077115","10",".036853263825744255",".7884937945702869","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2171","688015","SCLC","lung","lung_small_cell_carcinoma","3.7314485848406092",".98524078646137148","10",".055123899406617605","-.38319430959379558","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2227","688018","SCLC","lung","lung_small_cell_carcinoma","6.2913770714643977",".97916951509308292","10",".037130574555547823","1.0493299395129605","GDSC2"
"Nutlin-3a (-)","1047","NCI-H345","688021","SCLC","lung","lung_small_cell_carcinoma","6.357712672838316",".97872397051096771","10",".055435174730069717","1.0864510380294843","GDSC2"
"Nutlin-3a (-)","1047","NCI-H446","688023","SCLC","lung","lung_small_cell_carcinoma","5.3962300934614964",".98770537897133215","10",".07817543373703599",".54840979303066539","GDSC2"
"Nutlin-3a (-)","1047","NCI-H526","688025","SCLC","lung","lung_small_cell_carcinoma","4.7943711514263523",".98961139762891948","10",".065475202350951445",".2116122873533951","GDSC2"
"Nutlin-3a (-)","1047","NCI-H64","688026","SCLC","lung","lung_small_cell_carcinoma","6.0272449940120616",".98465754703393815","10",".061191660166074677",".90152283947305145","GDSC2"
"Nutlin-3a (-)","1047","NCI-H69","688027","SCLC","lung","lung_small_cell_carcinoma","6.2597501959082926",".99056396642629474","10",".03066266548490602","1.0316316848959515","GDSC2"
"Nutlin-3a (-)","1047","NCI-H82","688031","SCLC","lung","lung_small_cell_carcinoma","4.7027454713233396",".98719673401199393","10",".04645146684359068",".16033897668307495","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2052","688058","MESO","lung","mesothelioma","2.6304794747573403",".87094916327310568","10",".054274112557676703","-.99929157791703793","GDSC2"
"Nutlin-3a (-)","1047","SK-N-DZ","688086","NB","nervous_system","neuroblastoma","4.0321121893039802",".9699140162984714","10",".10313565854044184","-.21494433446043987","GDSC2"
"Nutlin-3a (-)","1047","SK-N-FI","688087","NB","nervous_system","neuroblastoma","6.3217276293112183",".98997399684316945","10",".047438870580917357","1.066313972589146","GDSC2"
"Nutlin-3a (-)","1047","VA-ES-BJ","688121","UNCLASSIFIED","soft_tissue","soft_tissue_other","4.1622839001289478",".93668603918858107","10",".062172681606747708","-.14210084165239917","GDSC2"
"Nutlin-3a (-)","1047","VMRC-LCD","713869","LUAD","lung","lung_NSCLC_adenocarcinoma","6.5175696323559844",".98734660836952359","10",".047518446576736824","1.1759062599601393","GDSC2"
"Nutlin-3a (-)","1047","LU-139","713878","SCLC","lung","lung_small_cell_carcinoma","5.3856888454785983",".98405321848180016","10",".06408049126849874",".54251095896938073","GDSC2"
"Nutlin-3a (-)","1047","SBC-5","713880","SCLC","lung","lung_small_cell_carcinoma","4.4795235156439874",".98219980277244545","10",".065942583027194204",".035424993298546259","GDSC2"
"Nutlin-3a (-)","1047","SBC-1","713885","SCLC","lung","lung_small_cell_carcinoma","4.7430873044585775",".97058160305854968","10",".063896830718596156",".18291408162120742","GDSC2"
"Nutlin-3a (-)","1047","LU-135","713899","SCLC","lung","lung_small_cell_carcinoma","4.2491609133575921",".9707128884855315","10",".051138511267904099","-.093484863202103002","GDSC2"
"Nutlin-3a (-)","1047","SK-N-SH","717431","NB","nervous_system","neuroblastoma","1.5754372558321328",".80549066869908625","10",".10839568066100899","-1.5896883684285819","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2030","722045","LUAD","lung","lung_NSCLC_adenocarcinoma","5.0491423614960027",".9599420539751875","10",".072552923279456727",".35418108890628069","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2122","722046","LUAD","lung","lung_NSCLC_adenocarcinoma","4.0111779923171413",".97060196816979127","10",".097045442598656551","-.22665901515403045","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1734","722058","LUAD","lung","lung_NSCLC_adenocarcinoma","4.3397386316328967",".98293003873726681","10",".039486945452278432","-.042797987167818248","GDSC2"
"Nutlin-3a (-)","1047","NCI-H650","722066","LUAD","lung","lung_NSCLC_adenocarcinoma","5.5581576361192377",".98983710357647026","10",".054835531124657277",".63902370379713958","GDSC2"
"Nutlin-3a (-)","1047","T24","724812","BLCA","urogenital_system","bladder","4.9157351691899143",".9715061101175767","10",".045668191031656535",".27952703548943392","GDSC2"
"Nutlin-3a (-)","1047","NCI-H929","724825","MM","blood","myeloma",".89528897764307169",".77185209584559189","10",".11558607986046283","-1.9702962278219709","GDSC2"
"Nutlin-3a (-)","1047","SK-N-AS","724828","NB","nervous_system","neuroblastoma","5.7145312323721775",".97750492781340836","10",".068371020026048848",".72652965160890992","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1299","724831","UNCLASSIFIED","lung","lung_NSCLC_large_cell","5.2710339205719814",".97129459791490913","10",".043006925562027266",".47835058844869416","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2087","724834","LUAD","lung","lung_NSCLC_adenocarcinoma","5.8567408197113773",".97397800133590451","10",".048012375284222648",".80610948494540569","GDSC2"
"Nutlin-3a (-)","1047","UM-UC-3","724838","BLCA","urogenital_system","bladder","6.2754366516076177",".99102510584032855","10",".028287639958034884","1.0404097536151518","GDSC2"
"Nutlin-3a (-)","1047","SW756","724839","CESC","urogenital_system","cervix","6.6929444071251307",".98108426823039441","10",".054303950771323002","1.2740451801882491","GDSC2"
"Nutlin-3a (-)","1047","NCI-H727","724855","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","6.0673860529690868",".97216680871425443","10",".097762749563089474",".9239855921011928","GDSC2"
"Nutlin-3a (-)","1047","Calu-6","724859","LUAD","lung","lung_NSCLC_adenocarcinoma","6.3223439826370216",".97703702757182953","10",".049588892407710007","1.0666588810855528","GDSC2"
"Nutlin-3a (-)","1047","LU-65","724863","UNCLASSIFIED","lung","lung_NSCLC_large_cell","5.3979619358682944",".96375755065340973","10",".060496731721188128",".54937892410457345","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1355","724866","LUAD","lung","lung_NSCLC_adenocarcinoma","6.6406233757991862",".97593943896439017","10",".053478425968323626","1.244766570842587","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1792","724868","LUAD","lung","lung_NSCLC_adenocarcinoma","5.0307593435240596",".98646372601395771","10",".054053889255947112",".34389403629751619","GDSC2"
"Nutlin-3a (-)","1047","HPAF-II","724869","PAAD","pancreas","pancreas","5.8292042136597448",".97290417065111934","10",".085114037538522369",".79070012639762499","GDSC2"
"Nutlin-3a (-)","1047","MIA-PaCa-2","724870","PAAD","pancreas","pancreas","5.7869875754309144",".98779945693324189","10",".027536057760685056",".76707588912124414","GDSC2"
"Nutlin-3a (-)","1047","SHP-77","724872","SCLC","lung","lung_small_cell_carcinoma","4.4306396472976655",".98101480348553993","10",".0613534202348157",".0080698046039568636","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2009","724873","LUAD","lung","lung_NSCLC_adenocarcinoma","6.0569001473356732",".98459798729693326","10",".039093511238821481",".91811772736504882","GDSC2"
"Nutlin-3a (-)","1047","NCI-H2291","724874","LUAD","lung","lung_NSCLC_adenocarcinoma","6.8494786211436152",".96857767137778772","10",".033879601444093486","1.3616410089655162","GDSC2"
"Nutlin-3a (-)","1047","SW1573","724878","LUAD","lung","lung_NSCLC_adenocarcinoma","5.1780079539471426",".94924135445316782","10",".044373067746682593",".42629368385819427","GDSC2"
"Nutlin-3a (-)","1047","TE-5","735784","ESCA","aero_digestive_tract","oesophagus","5.7606756750065848",".98077896874525761","10",".063523824346283869",".75235187022974548","GDSC2"
"Nutlin-3a (-)","1047","HCC1954","749709","BRCA","breast","breast","5.1633174248484943",".98663984816827788","10",".039647869257734634",".41807293110045723","GDSC2"
"Nutlin-3a (-)","1047","HCC1143","749710","BRCA","breast","breast","6.1475126179705599",".98267852871750072","10",".049573207682760918",".9688240506604876","GDSC2"
"Nutlin-3a (-)","1047","HCC1187","749711","BRCA","breast","breast","4.5467934609494005",".97819394013548022","10",".096831205734546733",".07306894639708901","GDSC2"
"Nutlin-3a (-)","1047","HCC1395","749712","BRCA","breast","breast","4.8748126779541181",".96909462784569989","10",".076426326159365926",".25662699693935237","GDSC2"
"Nutlin-3a (-)","1047","HCC1599","749713","BRCA","breast","breast","5.1631235662822261",".96554440251809359","10",".08410294793511347",".41796444873521643","GDSC2"
"Nutlin-3a (-)","1047","HCC1937","749714","BRCA","breast","breast","5.9026579467683407",".97792922814051098","10",".061595112680188094",".83180449881087803","GDSC2"
"Nutlin-3a (-)","1047","HCC2157","749715","BRCA","breast","breast","4.5261208839728955",".98587015859548865","10",".075766720000440699",".061500667062291479","GDSC2"
"Nutlin-3a (-)","1047","HCC2218","749716","BRCA","breast","breast","5.0025229077830682",".98815164300372127","10",".064911949469406247",".32809305626285029","GDSC2"
"Nutlin-3a (-)","1047","HCC38","749717","BRCA","breast","breast","6.4323705999897633",".98586747667748675","10",".052728864809120486","1.1282292719103635","GDSC2"
"Nutlin-3a (-)","1047","BB30-HNC","753531","HNSC","aero_digestive_tract","head_and_neck","3.8893196640521532",".97382574647509523","10",".062354418887534208","-.29485037718127016","GDSC2"
"Nutlin-3a (-)","1047","BB49-HNC","753532","HNSC","aero_digestive_tract","head_and_neck","2.4179210173760675",".86125146635514427","10",".11924531495016581","-1.1182383165241729","GDSC2"
"Nutlin-3a (-)","1047","BB65-RCC","753533","KIRC","kidney","kidney","5.4771295583681621",".98659424933470297","10",".03704525456601606",".59368076283474924","GDSC2"
"Nutlin-3a (-)","1047","BEN","753534","UNCLASSIFIED","lung","lung_NSCLC_not_specified","5.4739757297754812",".96461328493553578","10",".059480276830781997",".59191589480810369","GDSC2"
"Nutlin-3a (-)","1047","BHY","753535","HNSC","aero_digestive_tract","head_and_neck","5.1343193750048801",".97282969915935302","10",".044388212821376324",".40184575530439814","GDSC2"
"Nutlin-3a (-)","1047","Ca9-22","753538","HNSC","aero_digestive_tract","head_and_neck","5.1709736725744113",".98159232700645416","10",".017891807116550619",".42235733223972877","GDSC2"
"Nutlin-3a (-)","1047","CADO-ES1","753539","UNCLASSIFIED","bone","ewings_sarcoma","1.2069980986208604",".80188204846165745","10",".071413705923020696","-1.7958652322681263","GDSC2"
"Nutlin-3a (-)","1047","CAL-12T","753540","UNCLASSIFIED","lung","lung_NSCLC_not_specified","4.148051415466969",".95646056160947679","10",".049238221868844384","-.15006527484256776","GDSC2"
"Nutlin-3a (-)","1047","CAL-33","753541","HNSC","aero_digestive_tract","head_and_neck","4.6239776701674842",".97387788093064565","10",".048516783125634524",".11626087614464971","GDSC2"
"Nutlin-3a (-)","1047","CP50-MEL-B","753545","SKCM","skin","melanoma","1.7898762400981574",".83889773515360611","10",".10201424469275151","-1.4696892955950887","GDSC2"
"Nutlin-3a (-)","1047","CP66-MEL","753546","SKCM","skin","melanoma","6.3546630340375545",".98260761232592553","10",".032092630294879375","1.0847444741329009","GDSC2"
"Nutlin-3a (-)","1047","CPC-N","753547","SCLC","lung","lung_small_cell_carcinoma","4.0732724379475487",".97027800530135944","10",".050455905864984454","-.19191124795459771","GDSC2"
"Nutlin-3a (-)","1047","CTV-1","753548","LAML","blood","acute_myeloid_leukaemia","1.5453496430867246",".86288060232982322","10",".10652294762820488","-1.6065252586310796","GDSC2"
"Nutlin-3a (-)","1047","D-542MG","753549","GBM","nervous_system","glioma","5.5880463913131004",".9692560274751042","10",".076816779210155284",".65574931422514526","GDSC2"
"Nutlin-3a (-)","1047","DMS-79","753551","SCLC","lung","lung_small_cell_carcinoma","5.2626380736244336",".98917672192415318","10",".041751908663843151",".47365231097453958","GDSC2"
"Nutlin-3a (-)","1047","DSH1","753552","BLCA","urogenital_system","bladder","6.356844504526868",".98740744251178691","10",".047691413303782071","1.0859652150211645","GDSC2"
"Nutlin-3a (-)","1047","EBC-1","753554","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","5.2843176778623642",".97254269372775259","10",".076722540703159384",".4857841181496817","GDSC2"
"Nutlin-3a (-)","1047","EC-GI-10","753555","ESCA","aero_digestive_tract","oesophagus","4.7867370638681388",".97656084328410209","10",".065092127195487917",".20734028694241169","GDSC2"
"Nutlin-3a (-)","1047","EPLC-272H","753556","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","5.7093450575385685",".98108343903357764","10",".076394955032989986",".72362749193996911","GDSC2"
"Nutlin-3a (-)","1047","HA7-RCC","753558","KIRC","kidney","kidney","3.0949878677983733",".90483433915949596","10",".052535522494490894","-.7393548099870505","GDSC2"
"Nutlin-3a (-)","1047","HCE-4","753559","ESCA","aero_digestive_tract","oesophagus","4.5762694849047447",".98198007112699914","10",".024527399701324375",".08956359431554381","GDSC2"
"Nutlin-3a (-)","1047","HO-1-u-1","753561","HNSC","aero_digestive_tract","head_and_neck","4.8836032953642956",".97401734106404114","10",".10701841917257182",".26154618615518377","GDSC2"
"Nutlin-3a (-)","1047","HSC-2","753562","HNSC","aero_digestive_tract","head_and_neck","5.119853631129609",".98643844538021319","10",".065106690140369156",".39375079132748497","GDSC2"
"Nutlin-3a (-)","1047","IM-9","753563","MM","blood","myeloma",".0035369653242005397",".67035503554988995","10",".079540801526751512","-2.4693165670664188","GDSC2"
"Nutlin-3a (-)","1047","IST-SL1","753564","SCLC","lung","lung_small_cell_carcinoma","3.790655594531394",".98061034117376267","10",".028288108845651947","-.35006233831321948","GDSC2"
"Nutlin-3a (-)","1047","IST-SL2","753565","SCLC","lung","lung_small_cell_carcinoma","4.6026270548142909",".97035587980598692","10",".061456129657060606",".10431316964166909","GDSC2"
"Nutlin-3a (-)","1047","J82","753566","BLCA","urogenital_system","bladder","6.1102368741689714",".98305686496574995","10",".077415324606127989",".94796471526175075","GDSC2"
"Nutlin-3a (-)","1047","KNS-62","753569","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","4.6534443897595246",".96847208029766041","10",".10103470416585035",".13275031738404106","GDSC2"
"Nutlin-3a (-)","1047","KOSC-2","753570","HNSC","aero_digestive_tract","head_and_neck","4.0329698842273611",".96690318053369029","10",".055596145871416022","-.21446437231208337","GDSC2"
"Nutlin-3a (-)","1047","KP-4","753572","PAAD","pancreas","pancreas","4.5508951095162224",".98204662952007571","10",".081187562107001468",".075364210137458448","GDSC2"
"Nutlin-3a (-)","1047","KYSE-140","753573","ESCA","aero_digestive_tract","oesophagus","5.8215942007885655",".98816795373057764","10",".060958781176498167",".78644159807117298","GDSC2"
"Nutlin-3a (-)","1047","KYSE-410","753574","ESCA","aero_digestive_tract","oesophagus","6.7743972084685797",".97474838848156931","10",".057165704309807594","1.3196257945264473","GDSC2"
"Nutlin-3a (-)","1047","KYSE-520","753575","ESCA","aero_digestive_tract","oesophagus","7.3112036177678705",".97941252428444947","10",".053653278954737857","1.6200202010168236","GDSC2"
"Nutlin-3a (-)","1047","KYSE-70","753576","ESCA","aero_digestive_tract","oesophagus","6.9094406964298232",".9871086415656245","10",".048549295871589349","1.395195511492868","GDSC2"
"Nutlin-3a (-)","1047","LB1047-RCC","753577","KIRC","kidney","kidney","5.5753582955645085",".9718669180002506","10",".05721859040183068",".64864911399306069","GDSC2"
"Nutlin-3a (-)","1047","LB2241-RCC","753578","KIRC","kidney","kidney","4.4388549677216842",".95241460008150347","10",".060411233684969451",".012667060262887456","GDSC2"
"Nutlin-3a (-)","1047","LB2518-MEL","753579","SKCM","skin","melanoma","2.7670047840673488",".90156797369155695","10",".10074126133518881","-.92289264051495201","GDSC2"
"Nutlin-3a (-)","1047","LB373-MEL-D","753581","SKCM","skin","melanoma","3.1505415111735178",".9285734675708609","10",".083231324252940359","-.70826724575353495","GDSC2"
"Nutlin-3a (-)","1047","LB647-SCLC","753582","SCLC","lung","lung_small_cell_carcinoma","4.9632209399307543",".98487841351747429","10",".049340877106200713",".30609985517139815","GDSC2"
"Nutlin-3a (-)","1047","LB771-HNC","753583","HNSC","aero_digestive_tract","head_and_neck","5.6770767529866433",".9762120097621857","10",".088625197813268969",".70557029659653214","GDSC2"
"Nutlin-3a (-)","1047","LB831-BLC","753584","BLCA","urogenital_system","bladder","4.950312291499432",".97392829314568452","10",".091354845877170396",".29887623466883806","GDSC2"
"Nutlin-3a (-)","1047","LB996-RCC","753585","KIRC","kidney","kidney","1.6551151712136272",".79875909365866749","10",".087580490918130541","-1.5451009721404914","GDSC2"
"Nutlin-3a (-)","1047","LCLC-103H","753586","UNCLASSIFIED","lung","lung_NSCLC_large_cell","5.0798048704005119",".96747404473051413","10",".068271170038592746",".37133968836469455","GDSC2"
"Nutlin-3a (-)","1047","LU-134-A","753588","SCLC","lung","lung_small_cell_carcinoma","5.1410287631849112",".98449869100596143","10",".052599679590045974",".40560029818119581","GDSC2"
"Nutlin-3a (-)","1047","LU-165","753589","SCLC","lung","lung_small_cell_carcinoma","7.5441300265376023",".98288364602803657","10",".041552390638021665","1.7503647518757675","GDSC2"
"Nutlin-3a (-)","1047","LXF-289","753592","LUAD","lung","lung_NSCLC_adenocarcinoma","5.436797517028479",".98693602647321621","10",".056592089603829387",".57111113734053398","GDSC2"
"Nutlin-3a (-)","1047","MS-1","753594","SCLC","lung","lung_small_cell_carcinoma","3.8031264829912477",".97169072119089384","10",".070535748000168291","-.34308368628446401","GDSC2"
"Nutlin-3a (-)","1047","MZ1-PC","753595","PAAD","pancreas","pancreas","7.1004734192120473",".97735454928657095","10",".037195421768630305","1.5020965476696033","GDSC2"
"Nutlin-3a (-)","1047","MZ7-mel","753596","SKCM","skin","melanoma","2.5615182149818723",".8901190936040162","10",".11628192644325687","-1.0378819828418246","GDSC2"
"Nutlin-3a (-)","1047","NCI-H1563","753600","LUAD","lung","lung_NSCLC_adenocarcinoma","3.9410978958113314",".94965214147380439","10",".10107623170671111","-.26587551598555076","GDSC2"
"Nutlin-3a (-)","1047","NCI-H292","753604","UNCLASSIFIED","lung","lung_NSCLC_adenocarcinoma","2.0179822622488479",".83816122683688365","10",".13260869910744918","-1.3420422109966001","GDSC2"
"Nutlin-3a (-)","1047","NCI-H510A","753605","SCLC","lung","lung_small_cell_carcinoma","4.682189937174468",".9875633479931375","10",".11404098104810462",".14883619397822037","GDSC2"
"Nutlin-3a (-)","1047","NCI-H835","753607","UNCLASSIFIED","lung","lung_NSCLC_carcinoid","3.6433247232501538",".95767747179656626","10",".15854594696047666","-.43250801867312549","GDSC2"
"Nutlin-3a (-)","1047","PC-14","753608","LUAD","lung","lung_NSCLC_adenocarcinoma","5.5134978690063079",".97982693269009424","10",".071156851318134526",".61403230279393861","GDSC2"
"Nutlin-3a (-)","1047","SBC-3","753610","SCLC","lung","lung_small_cell_carcinoma","1.7785428799083842",".83375725626285202","10",".095650382158011873","-1.4760313920171348","GDSC2"
