,Genetic Feature,feature_pval,ic50_effect_size,feature_delta_mean_ic50,msi_pval,fdr,log_ic50_mean_pos
478,cnaPANCAN211,0.00391304407354497,0.5934612051176378,1.0501004318628595,0.00319436843486814,4.51505085409036,5.421654565727261
479,cnaPANCAN212,0.00278113132697867,0.5217222457210372,0.9254075557863296,0.00318429822988859,3.5757402775440075,5.307700456571406
480,cnaPANCAN213,0.00693383449428745,0.5780434845044149,1.0221366802979226,0.00321116002233759,6.367807188631339,5.387609338317662
481,cnaPANCAN214,0.02085510981419208,0.6088500813248966,1.0772541709321324,0.00324304921905829,11.730999270483052,5.4497465808013805
482,cnaPANCAN215,0.9819455513109859,0.0918005726039609,0.1637012974571226,0.00333160505141623,65.92226270312358,4.57750865430874
483,cnaPANCAN216,0.04876991903269878,0.32013090244238285,0.5701229282413172,0.00326700512894026,17.948017598737984,4.974600435107472
484,cnaPANCAN217,0.03475856533152723,0.3780766606305346,0.6729225450725601,0.00325754567679195,14.748053619304695,5.074310737028761
485,cnaPANCAN218,0.08223438107972016,0.3729680244480565,0.6638221179125763,0.00328127665577678,23.18227674418692,5.064795895640515
486,cnaPANCAN219,0.01978816428362637,0.4754791443851412,0.8462018586733819,0.00324154600696738,11.416248625169064,5.251151624196744
487,cnaPANCAN220,0.02739760077376978,0.5139968783922796,0.9142959613168476,0.00325082272683856,13.400515769144883,5.316957556983688
488,cnaPANCAN221,0.00987007394222183,0.6642470426452153,1.180223754263119,0.00322145862266296,8.488825089080185,5.581042982472824
489,cnaPANCAN222,0.00536098168017821,0.6355939870341558,1.130588621403103,0.00320362325489405,5.360981680178213,5.536968628622376
490,cnaPANCAN223,0.00536098168017821,0.6355939870341558,1.130588621403103,0.00320362325489405,5.360981680178213,5.536968628622376
491,cnaPANCAN224,0.00496887928390437,0.626491823812959,1.1142630289879918,0.00320139351297333,5.08180835853857,5.519708289753802
492,cnaPANCAN225,0.12157733955237456,0.6477394099489182,1.1513483151871844,0.00329161451691689,27.499025313524008,5.553869336950752
493,cnaPANCAN226,0.01794484889982058,0.7452943076437782,1.32365872509658,0.00323874148648267,10.625239480156926,5.724694453768486
494,cnaPANCAN227,0.8935785522838235,0.14773319362346202,0.26340004235695424,0.00333131353928249,63.82703944884456,4.676276267941841
495,cnaPANCAN228,0.8935785522838235,0.14773319362346202,0.26340004235695424,0.00333131353928249,63.82703944884456,4.676276267941841
496,cnaPANCAN229,0.8613818117888069,0.2035937956538571,0.3628675452760968,0.00333110236465998,63.0279374479615,4.771693309530449
497,cnaPANCAN230,0.21447011129845475,0.0913164671447457,0.1627154523766059,0.00330585288758836,35.5600126967984,4.52800809274039
498,cnaPANCAN231,0.8648754433716727,0.03222863055092523,-0.05748049513124886,0.00333112805706178,63.10044762455716,4.367168068906609
499,cnaPANCAN232,0.314853039568213,0.1156432092388575,-0.2061962503018977,0.00331470781301852,44.00030200353682,4.225029853644656
500,cnaPANCAN233,0.978389251004392,0.0367571775638347,0.06555666597976106,0.00333160133415692,65.90945553173302,4.483566879190032
501,cnaPANCAN234,0.3100829524616101,0.14547420408174805,-0.2593333667346025,0.0033143719000648,43.605415189913934,4.175176851553583
502,cnaPANCAN235,0.731394621769542,0.10068136580924612,0.17945192286150569,0.00332963809838056,59.017779098378966,4.572982615807361
503,cnaPANCAN236,0.5913239878052025,0.41354147479427605,0.7369325493704703,0.00332678218071269,55.369826062710125,5.150906677402733
504,cnaPANCAN237,0.5504614456824963,0.3596479425330783,0.6411154871267959,0.00332563984359335,55.361497857383675,5.057411274844749
505,cnaPANCAN238,0.4956033622981201,0.39088962428460233,0.6966860746160696,0.0033238343271906,53.10036024622716,5.111799219044354
506,cnaPANCAN239,0.2869809431332064,0.30012418641895294,0.5348265728228574,0.0033126454110834,42.06561055698466,4.94590704345623
507,cnaPANCAN240,0.03152289412669886,0.854203264281218,1.5128924427800967,0.00325479214748398,14.103217349909285,5.904715657942808
508,cnaPANCAN241,0.03147512629368805,0.7591600360067396,1.3457670798091357,0.00325474933426449,14.103217349909285,5.738091691590324
509,cnaPANCAN242,0.02735828766070157,0.7396100663023892,1.311164060982021,0.00325078199054201,13.400515769144883,5.702882972591588
510,cnaPANCAN243,0.7695776625175484,0.19585251874857576,0.34839626547005587,0.00333017497309047,59.91132580644969,4.712602848718864
511,cnaPANCAN244,0.07569482926580613,0.573377182896735,1.0143284973197089,0.00327904404564421,22.409653401061032,5.382332233777256
512,cnaPANCAN245,0.02610312340645838,0.5987185991832329,1.0551821542698283,0.00324944859716643,13.348188105575312,5.4002511783588965
513,cnaPANCAN246,0.01790850586128704,0.5706381163001644,1.007788473421967,0.00323868326487442,10.625239480156926,5.363605763804614
514,cnaPANCAN247,0.00566755029305044,0.7488642107403162,1.3213304916481805,0.00320525449897116,5.54434267798413,5.689540304985547
515,cnaPANCAN248,0.00143715801264684,0.7754052124931934,1.3667265803127124,0.00316475508459578,2.23007277824511,5.73168543609751
516,cnaPANCAN249,0.00236798842813626,0.7370410900680414,1.2992648741328168,0.0031795455532109,3.275792226635828,5.661634516187733
517,cnaPANCAN250,0.4248066965004186,0.16812200559853105,0.2992542210916396,0.00332094571516384,51.27062339399022,4.669387027665345
518,cnaPANCAN251,0.33224975256601663,0.15184648087784286,0.27059384117055707,0.00331587867640203,45.03385200442998,4.670052334012385
519,cnaPANCAN252,0.33224975256601663,0.15184648087784286,0.27059384117055707,0.00331587867640203,45.03385200442998,4.670052334012385
520,cnaPANCAN253,0.23482085437739467,0.16615804528861627,0.296036137465908,0.0033080127528087,37.25653950239549,4.692491469872782
521,cnaPANCAN254,0.1909457521649177,0.1575392550800511,0.28066390352387494,0.00330303230897541,33.86422707447983,4.673771982797967
522,cnaPANCAN255,0.12429398092395952,0.1598014031529198,0.284678723728212,0.00329218785202055,27.87150488041688,4.676789072611132
523,cnaPANCAN256,0.16466754771264402,0.19406835029197733,0.34548173927482484,0.00329936148432486,32.35825173392569,4.728069148045687
524,cnaPANCAN257,0.02328928588347192,0.31979704002423825,0.5642648294336698,0.00324620197839724,12.329621938308668,4.812795367809288
525,cnaPANCAN258,0.26434734555241185,0.2549322337716401,0.4533201886362157,0.00331077437403543,40.73846078718677,4.827954738046803
526,cnaPANCAN259,0.5169303898031067,0.22575435690017928,0.4017818304247109,0.0033245762962535,54.097366374743736,4.785920684628456
527,cnaPANCAN260,0.5169303898031067,0.22575435690017928,0.4017818304247109,0.0033245762962535,54.097366374743736,4.785920684628456
528,cnaPANCAN261,0.3043105363783153,0.256459682000231,0.4561567908880626,0.00331395633803355,43.20704531486173,4.835697106593556
529,cnaPANCAN262,0.05433684049313743,0.30403045068418266,0.540106230793171,0.00326999283882718,18.665326886955608,4.910224972567126
530,cnaPANCAN263,0.2619154150552335,0.18661134444813351,0.3325872790940183,0.00331056150920694,40.50238377142787,4.739378062559092
531,cnaPANCAN264,0.27189219596676667,0.0115227564692363,0.0205515975866346,0.00331141962914539,41.334962224677376,4.441608610547864
532,cnaPANCAN265,0.6432044820486453,0.16122149172001646,0.287499929820795,0.00332801691620695,55.88570044518476,4.705237608532886
533,cnaPANCAN266,0.7589999886588557,0.09884519343866002,0.17629014672495646,0.00333003556587743,59.50348343144341,4.596439408767484
534,cnaPANCAN267,0.28304483884397225,0.3087775617233543,-0.5505099786987411,0.00331233359374026,41.915348932300766,3.8756645693576615
535,cnaPANCAN268,0.05722242976287803,0.6693367581458312,1.1916113589550728,0.00327141714047698,19.07414325429268,5.603343450326262
536,cnaPANCAN269,0.01331797773183036,0.5888251753778332,1.04440965010126,0.00323014776691955,9.8247376710224,5.431387111491516
537,cnaPANCAN270,0.02953204886479341,0.674837049987076,1.1983524559667575,0.00325294826262539,13.807991624702476,5.596368686413877
538,cnaPANCAN271,0.11219020477340612,0.4278097284285158,0.7614055074438921,0.00328951906466789,26.516808356722695,5.164868753426927
539,cnaPANCAN272,0.688576040885623,0.03659829632665143,0.06527332003998687,0.00332892083925515,57.795976600181525,4.48329909525524
540,cnaPANCAN273,0.6094085003576232,0.1426068165947283,0.2542560978660884,0.00332723853857005,55.400772759783926,4.666381631049155
541,cnaPANCAN274,0.4175949120497337,0.17010274037330014,0.3032406078718415,0.00332060963070966,50.96519370890061,4.714167217589143
542,cnaPANCAN275,0.3420253066325146,0.2692536403045372,0.4794425613920126,0.00331650157068488,45.67103501027645,4.878199039341034
543,cnaPANCAN276,0.22046320202286251,0.23148709450943236,0.4125829361934503,0.00330651351407589,35.87120829581354,4.8230774467673445
544,cnaPANCAN277,0.22783236196511977,0.23306846922912888,0.41536434805314393,0.00330729713446728,36.74715515566449,4.824492630904229
545,cnaPANCAN278,0.5299047685172988,0.11521233029568977,-0.2054427235165148,0.00332500218942838,54.94404281861394,4.223406407721204
546,cnaPANCAN279,0.5805149313814855,0.06162609246469241,-0.10990871220898236,0.0033264954091604,55.369826062710125,4.314777188593588
547,cnaPANCAN280,0.8424811904142779,0.16912817268347563,0.301407869610582,0.00333095147246813,62.457419388208415,4.704902898219312
548,cnaPANCAN281,0.00437682486648406,0.4289869213832029,-0.7588278619521412,0.00319766466105667,4.689455214090072,3.7390588340625697
549,cnaPANCAN282,0.00034296811992318,0.6286320429596844,-1.1122850899692818,0.00312215653727665,0.7349316855496892,3.3565833532779497
550,cnaPANCAN283,0.00032857825396692,0.6466712117818191,-1.1434523580139984,0.00312088036609329,0.7349316855496892,3.3279252151273755
551,cnaPANCAN284,0.00096716078579285,0.5793892078494474,-1.026059536689413,0.00315299765165045,1.6739321292568672,3.441271985717305
552,cnaPANCAN285,0.02571542266117716,0.49230565549585914,-0.87385506419578,0.00324902332079464,13.301080686815778,3.583977642138593
553,cnaPANCAN286,0.00410119358495144,0.6046405856541046,-1.0704707849589572,0.00319575093096354,4.613842783070375,3.396621091961411
554,cnaPANCAN287,0.08735809196733203,0.6802328317113202,-1.208403582049097,0.00328289674048198,23.681410473071935,3.2344950914635167
555,cnaPANCAN288,0.9495067434143616,0.17814499393812877,-0.3176364524107411,0.00333154639116678,65.08484145589513,4.110228264315313
556,cnaPANCAN289,0.1866661368512963,0.03062431835772396,0.05461954659209578,0.00330247561717182,33.57583422965986,4.473909658130502
557,cnaPANCAN290,0.8024054768036253,0.1307158881919939,-0.23309440713237967,0.00333056371662328,60.60572111902008,4.194071945622939
558,cnaPANCAN291,0.4372707528560721,0.04776005984148227,0.08518120248268433,0.00332150683425746,51.73644978481556,4.504849982368921
559,cnaPANCAN292,0.6577287352950485,0.1081598835117216,-0.19285721205619044,0.00332832322568023,55.88570044518476,4.238346420299805
560,cnaPANCAN293,0.6077993510092682,0.21148184965353947,-0.3769628460826704,0.00332719909228299,55.369826062710125,4.055195035667661
561,cnaPANCAN294,0.00668798914554624,0.5239828556801625,-0.9310827529398557,0.00321010401608292,6.26998982394961,3.5165790018520764
562,cnaPANCAN295,0.199748885769989,0.15049433512425398,-0.2682760445966714,0.00330413316864342,34.527945984609424,4.166400984564864
563,cnaPANCAN296,0.807641508510434,0.1905931534590249,0.3398978534587549,0.00333061971440846,60.775698800952405,4.759395233690968
564,cnaPANCAN297,0.14343881864822877,0.6372252032334308,1.1355819568934669,0.00329587153114085,29.493640945250256,5.55248561618597
565,cnaPANCAN298,0.05267049403907766,0.33881866423950224,0.603775340278748,0.00326913358814644,18.373428153166632,5.016000966123988
566,cnaPANCAN299,0.02798473578627223,0.4739150222123734,0.8411511561628418,0.00325142403177084,13.400515769144883,5.224408884840223
567,cnaPANCAN300,0.08316548024164026,0.5407880991586146,0.9607120742219752,0.00328157898831134,23.18227674418692,5.355442782036322
568,cnaPANCAN301,0.05246152126861303,0.5301149261792754,0.9389023179664946,0.00326902381776444,18.373428153166632,5.310892308462398
569,cnaPANCAN302,0.3647293702135226,0.2764362130743577,0.4922769276565564,0.00331785985359898,47.16328063105896,4.892972269636784
570,cnaPANCAN303,0.7656594001430643,0.1897664324389278,0.33830157135862127,0.00333012415102573,59.71347141497038,4.750797445130138
571,cnaPANCAN304,4.7770442489e-07,0.1988340101454789,0.3540952939121178,0.0029278195819453,0.00429933982401155,4.745984040272695
572,cnaPANCAN305,1.4542981772e-07,0.2136324602320596,0.380360081388722,0.00289328000405786,0.00327217089880148,4.770044218645046
573,cnaPANCAN306,4.10178523484e-06,0.1626828760139142,0.28985746537644275,0.00299082898849416,0.01678003050618136,4.686837824841697
574,cnaPANCAN307,1.37130933344e-06,0.20037178841326952,0.35663601048104177,0.00295863610524467,0.00764892875731925,4.736485222771696
575,cnaPANCAN308,4.3579953208e-07,0.20080314508115268,0.3574998575882038,0.00292514491310479,0.00429933982401155,4.743545839677707
576,cnaPANCAN309,7.3912340445e-07,0.20532429654185216,0.3655447478521205,0.00294055364908209,0.00554342553338502,4.752305620642217
577,cnaPANCAN310,3.64465816953e-06,0.2649953135632668,0.4710065311666254,0.00298734919045616,0.01640096176292844,4.840391671280625
578,cnaPANCAN311,2.5992636251e-07,0.2500606739756825,0.4448002170146772,0.00291011531143114,0.00389889543773374,4.824005127977877
579,cnaPANCAN312,1.52978575146e-06,0.21936768798809128,0.3904700307783653,0.00296184169580224,0.00764892875731925,4.776068503633872
580,cnaPANCAN313,1.30046023834e-06,0.2312750108108709,0.4116192684696847,0.00295708181758495,0.00764892875731925,4.797399932193399
581,cnaPANCAN314,0.00580937635578492,0.4069163270838972,0.7238985314682996,0.00320597915664112,5.562168851283436,5.122254494752569
582,cnaPANCAN315,9.072647538232e-05,0.3345260452078615,0.5951063438914499,0.00308256740249885,0.2916208137289004,4.987732624598124
583,cnaPANCAN316,0.0985553794438431,0.34774631339328377,0.6193941037312332,0.00328610669606253,24.368088324027145,5.0268839366460005
584,cnaPANCAN317,0.09810895452461352,0.38279694794714314,0.6815815754920989,0.00328598643244032,24.368088324027145,5.086947360785902
585,cnaPANCAN318,0.2520177170187712,0.4867292254894184,0.8668525674517653,0.00330966936427504,39.24151303060452,5.27768378842111
586,cnaPANCAN319,0.2520177170187712,0.4867292254894184,0.8668525674517653,0.00330966936427504,39.24151303060452,5.27768378842111
587,cnaPANCAN320,0.10609286809412784,0.5242825835282541,0.9333874240053728,0.00328805232613172,25.667629377611576,5.342424027666272
588,cnaPANCAN321,0.07437103252741371,0.557221684333966,0.9916402336018536,0.00327856702077787,22.33638499940272,5.3988644779276695
589,cnaPANCAN322,0.02192995470012906,0.6813880479178634,1.2112807633434493,0.00324448567799759,11.748190017926287,5.615318512937264
590,cnaPANCAN323,0.01329174573336392,0.6537983299757001,1.162540233012325,0.00323009075484968,9.8247376710224,5.567285099108352
591,cnaPANCAN325,0.5562574637348847,0.1678347396857049,0.29932309645144883,0.00332581174247845,55.361497857383675,4.719382934340134
592,cnaPANCAN326,0.356400505645502,0.4406746495129066,0.785113352431403,0.00331737529568976,46.385289917898405,5.197774608564142
593,cnaPANCAN327,0.5579548116470313,0.03092095921879258,-0.05514958833252592,0.00332586144452723,55.361497857383675,4.366632595926371
594,cnaPANCAN328,0.07495098077577356,0.49684700887477695,0.8857089270589915,0.00327877710955252,22.33638499940272,5.303648329480342
595,cnaPANCAN329,0.7423125104373887,0.0671795289470774,0.1198143788623378,0.00332980119635175,59.017779098378966,4.539190234018106
596,cnaPANCAN330,0.07021140263077585,0.37969233141406833,0.6766076170010598,0.00327700698522253,22.25009238299236,5.0898045782868895
597,cnaPANCAN331,0.650737501403909,0.3311849129956117,0.5903257337747307,0.00332817783225052,55.88570044518476,5.005207366907701
598,cnaPANCAN332,0.10899766910981344,0.7448858156130812,1.3255292333956188,0.00328876226347451,26.089867606072367,5.736151124771446
599,cnaPANCAN333,0.07477939858847793,0.6661054594936261,1.1848149305153264,0.00327871513439811,22.33638499940272,5.591692215363673
600,cnaPANCAN334,0.8581342929130602,0.09309503426761764,-0.1658689638818167,0.0033310778698074,63.0279374479615,4.3217455865590715
601,cnaPANCAN335,0.34138707076573616,0.13983630179629394,-0.24882233327051664,0.00331646163257052,45.67103501027645,4.272833028754145
602,cnaPANCAN336,0.8604985738561242,0.0932211176739256,-0.16609441236802347,0.0033310957612055,63.0279374479615,4.320232901720281
603,cnaPANCAN337,0.6375486427197057,0.10378688558940524,-0.1848722005149588,0.00332789315270641,55.88570044518476,4.310304259632795
604,cnaPANCAN338,0.7947063439802479,0.06057430335232206,-0.10799107790379205,0.00333047840804611,60.60572111902008,4.356144640902715
605,cnaPANCAN339,0.4410162822577521,0.23834704847416388,-0.42245580760176,0.00332167073221357,51.849021881389206,4.138806121589743
606,cnaPANCAN340,0.16255771816645084,0.26924850956199453,-0.4763569191599837,0.00329903805995018,32.0837601644311,4.1071658047045885
607,cnaPANCAN341,0.12734994699339047,0.30618047081262056,-0.5405581627096527,0.00329281649120764,28.06550053558992,4.056383872495487
608,cnaPANCAN342,0.12840310337180627,0.2967627815994624,-0.5242683298047028,0.00329302927806298,28.06550053558992,4.066303493629599
609,cnaPANCAN343,0.04934660259675285,0.371274254388424,-0.6531255512455667,0.00326733084629731,17.948017598737984,3.952578603141617
610,cnaPANCAN344,0.9352517643767057,0.3680440392530997,-0.6543775209433051,0.00333150296640829,64.64959354041275,3.7991044505895166
611,cnaPANCAN345,0.9592263036596403,0.1975842432768568,-0.35232054732270773,0.00333156980910796,65.3028497196427,4.073671375592018
612,cnaPANCAN346,0.05896273070422917,0.2803647100625419,0.49951511500569445,0.00327223997531692,19.509727071252303,4.907149779191896
613,cnaPANCAN347,0.3003162361931334,0.27447778649586424,0.4893794755051415,0.00331366279098294,42.902319456161926,4.9064260493551854
614,cnaPANCAN348,0.8164011651863825,0.23851870988519175,0.42529031789486105,0.00333070977416191,61.02666517173958,4.842493899103037
615,cnaPANCAN349,0.5540295569790327,0.4098687556949497,0.7294814393066664,0.00332574606738966,55.361497857383675,5.132193691184565
616,cnaPANCAN350,0.13899105960769204,0.4737878495555404,0.8437731343603253,0.00329506667873097,29.193426585318967,5.254016977156339
617,cnaPANCAN351,0.13183414290687728,0.7250271209567286,1.2886332995421146,0.00329370932935458,28.385341774208037,5.692884207470394
618,cnaPANCAN352,0.1131383823220168,0.482441098575452,0.8587357323798681,0.00328973930176635,26.516808356722695,5.265218480146065
619,cnaPANCAN353,0.6071945835447294,0.27466161596921274,0.4896320989622733,0.00332718420938938,55.369826062710125,4.9046467536341165
620,cnaPANCAN354,0.304369630329137,0.06570611709501804,-0.11718983975467624,0.00331396064368369,43.20704531486173,4.305149536497517
621,cnaPANCAN355,0.12160680083091724,0.4785705328611972,0.8520687412563427,0.00329162081008976,27.499025313524008,5.260434884184832
622,cnaPANCAN356,0.870659624425788,0.22753037030179069,0.40422155211002586,0.00333116909852334,63.10044762455716,4.750014565698548
623,cnaPANCAN357,0.5027291749258826,0.3117780340303182,0.5553690144631851,0.0033240882131975,53.35569073505832,4.9620164389904335
624,cnaPANCAN358,0.3968188579639561,0.18349832744078595,0.3271699573090716,0.00331959170790472,49.53461375736954,4.741999967566747
625,cnaPANCAN359,0.02190561570091353,0.2969010441461237,0.5290463667739553,0.00324445395881009,11.748190017926287,4.939144175419122
626,cnaPANCAN360,0.00118456108460773,0.4459250765160475,0.7929620700944966,0.00315901936036162,1.974268474346225,5.1899211342831
627,cnaPANCAN361,0.00289033705472851,0.25207332508690805,0.44887544567887794,0.00318543560694488,3.6129213184106415,4.846763229425215
628,cnaPANCAN362,0.00017794549856405,0.5612093307597833,0.9874772558874289,0.00310261861026596,0.5004717147114052,5.313921788786193
629,cnaPANCAN363,1.007590297274e-05,0.6363281642324751,1.1132459184234529,0.00301735441460719,0.03778463614779147,5.413726268278764
630,cnaPANCAN364,4.48491747063e-05,0.6232404907466019,1.0964027713171216,0.00306161872168397,0.15524714321413788,5.432800855458111
631,cnaPANCAN365,0.00030811391619283,0.637306096948273,1.122022757844209,0.00311896569286559,0.7297434857198772,5.465731394392682
632,cnaPANCAN366,0.00131292711008633,0.573923056608268,1.010187352943646,0.00316207299436781,2.110061426924471,5.341771028271817
633,cnaPANCAN367,0.00021924648229201,0.5367739773882103,0.9426699498164126,0.00310883348099419,0.5803583354788665,5.247057478383116
634,cnaPANCAN368,0.17678399764113178,0.2816126648712459,0.49998019155837614,0.00330113180133874,33.249476760859,4.8547541960493685
635,cnaPANCAN369,0.18514389574693296,0.3922751198564782,0.69393116279553,0.00330227403341157,33.57583422965986,5.030688138790313
636,cnaPANCAN370,0.3486832750932177,0.34224938368099,0.6097707330815325,0.00331691230460248,45.87937830173918,5.020007505982433
637,cnaPANCAN371,0.08345619627907289,0.5550738199913664,0.9873781761439524,0.00328167264154324,23.18227674418692,5.391594683968192
638,cnaPANCAN372,0.33441491427810977,0.48338571378149087,0.8605107755359284,0.00331601873008987,45.191204632177,5.26785397412273
639,cnaPANCAN373,0.21831122904149608,0.4812406890632562,0.856706684841325,0.00330627877758953,35.723655661335734,5.264112956434462
640,cnaPANCAN374,0.00177764737709467,0.6500726233404898,1.1495894270321712,0.00317105794343903,2.666471065642019,5.522357502199548
641,cnaPANCAN375,0.2294276102805895,0.6403135231331761,1.1391732277548057,0.00330746278556211,36.796935057576086,5.5466180778188265
642,cnaPANCAN376,0.27391858840091776,0.5570942187434209,0.99297891123207,0.00331158914449596,41.502816424381486,5.410473671231976
643,cnaPANCAN377,0.8071745316792229,0.15769669700980413,0.28104935795352226,0.00333061478627425,60.775698800952405,4.684311792662088
644,cnaPANCAN378,0.6572490893879668,0.11984649446719613,0.2136890542077987,0.00332831337089072,55.88570044518476,4.625777893289564
645,cnaPANCAN379,0.6210067503754411,0.15697885512782225,0.27983233806387187,0.00332751632340553,55.557263950089165,4.688683878136439
646,cnaPANCAN380,0.3360068473982876,0.08141874577897507,0.1451940760644579,0.00331612093681562,45.270383631505815,4.559883642433238
647,cnaPANCAN381,0.9647649482918991,0.09619469645055924,0.17150945146964336,0.00333158091515347,65.31157161951084,4.578901786109299
648,cnaPANCAN382,0.08230180928502477,0.42840655432026753,0.7626013352634349,0.00328129867313162,23.18227674418692,5.167616600552871
649,cnaPANCAN383,0.02976389305769199,0.4095871385109888,0.7289224574026267,0.00325316950894812,13.807991624702476,5.1308938306175165
650,cnaPANCAN384,0.05349942221406368,0.3659137539129482,0.6502126803289956,0.00326956454480567,18.519030766406665,5.033417070242038
651,cnaPANCAN385,0.0102965956993506,0.3968180815543525,0.7020060407071194,0.00322268853635468,8.488825089080185,5.04068549190321
652,cnaPANCAN386,0.00970773522682205,0.37631025902485166,0.6682458494712886,0.00322097623532688,8.488825089080185,5.045537688516548
653,cnaPANCAN387,0.02152056469366318,0.32662838230370306,0.5804805284446689,0.00324394727079266,11.748190017926287,4.959983867360432
654,cnaPANCAN388,0.07634867139028839,0.2636110503845197,0.4688729969693464,0.0032792763787065,22.455491585378944,4.849669916450604
655,cnaPANCAN389,0.03215238064507556,0.2402459281659344,0.4272393712382838,0.00325535014313913,14.103217349909285,4.799706509929878
656,cnaPANCAN390,0.10339252628610508,0.25670417797691764,0.45692997147833214,0.00328737308830983,25.18755870484203,4.848710044889424
657,cnaPANCAN391,0.01037523066443133,0.4311348482970983,0.7635106914584746,0.00322290961584364,8.488825089080185,5.121034000304798
658,cnaPANCAN392,0.8671518094324617,0.46039232042996125,0.8191201068861451,0.00333114443114885,63.10044762455716,5.221207771742578
659,cnaPANCAN393,0.41662564387772416,0.5405869923469816,0.9571843126362544,0.00332056380309913,50.96519370890061,5.3282081044501295
660,cnaPANCAN394,0.19596403561439452,0.6061217345457891,1.0751154183894078,0.00330366692620499,34.34018954732777,5.463302875895269
661,cnaPANCAN395,0.16004497570408313,0.42006424155830696,0.7471625913056856,0.00329864659796186,31.76731879990896,5.144771211735076
662,cnaPANCAN396,0.5131255127732732,0.12870174762944697,0.22948557759704705,0.00332444781559418,54.04495033688658,4.643248619031385
663,cnaPANCAN397,0.478235405725892,0.20550703385259675,0.3662801193412788,0.00332318920144022,52.96319589929068,4.775365212715969
664,cnaPANCAN398,0.9829741838621313,0.0935403888299502,-0.16681515304905137,0.00333160600223514,65.92226270312358,4.259635814132515
665,cnaPANCAN399,0.2823106715990694,0.06549593024653137,-0.11680945024105148,0.00331227482776425,41.915348932300766,4.308190574268365
666,cnaPANCAN400,0.14339849808656077,0.00921348621556041,-0.01643286774462904,0.00329586436078404,29.493640945250256,4.4057227911286
667,cnaPANCAN401,0.2700801393772387,0.00739336527708488,0.01318656451794453,0.00331126670476104,41.19866532873134,4.434264370765238
668,cnaPANCAN402,0.36985487054759486,0.10210734404717477,-0.18208871642466296,0.00331815053028356,47.673160117522016,4.2448054215076985
669,cnaPANCAN403,0.36985487054759486,0.10210734404717477,-0.18208871642466296,0.00331815053028356,47.673160117522016,4.2448054215076985
670,cnaPANCAN404,0.36985487054759486,0.10210734404717477,-0.18208871642466296,0.00331815053028356,47.673160117522016,4.2448054215076985
671,cnaPANCAN405,0.08485156802363034,0.16788911767395262,0.2992820162565071,0.00328211733272381,23.28244244550833,4.709107552450384
672,cnaPANCAN406,0.08986617687096551,0.13746361659491932,0.24508589965406544,0.00328365290230226,23.94650733620705,4.656791608419174
673,cnaPANCAN407,0.13844816640206567,0.1299736359238776,0.23174091654624007,0.00329496647279841,29.193426585318967,4.643985956234877
674,cnaPANCAN408,0.1747014434259166,0.14980690365462185,0.26706883737999654,0.00330083757996507,33.249476760859,4.677332605993736
675,cnaPANCAN409,0.1747014434259166,0.14980690365462185,0.26706883737999654,0.00330083757996507,33.249476760859,4.677332605993736
676,cnaPANCAN410,0.0993823871515501,0.06741243910165838,0.1202228377372334,0.00328632793265013,24.438291922512327,4.536351909430912
677,cnaPANCAN411,0.07173759496404263,0.4236695522003871,0.753736572708191,0.00327759054016791,22.286467836950365,5.153477230748615
678,cnaPANCAN412,0.656793363981397,0.07061152733035198,0.12593353605367152,0.00332830399124284,55.88570044518476,4.544673247195285
679,cnaPANCAN413,0.4677664162693845,0.17552200322897818,-0.31294803744155875,0.0033227815061789,52.96319589929068,4.115797263976631
680,cnaPANCAN414,0.7865243108395092,0.09676678361380188,-0.17257061978907728,0.00333038384036832,60.60572111902008,4.253332026759915
681,cnaPANCAN415,0.5734483657391349,0.05280433448399249,-0.09417433521023089,0.00332630207195685,55.361497857383675,4.331827948861581
682,cnaPANCAN416,0.31662904032246525,0.169301289721059,-0.3018898803348824,0.00331483119293388,44.00030200353682,4.124726282494336
683,cnaPANCAN417,0.46034880491789887,0.16573163906103994,-0.2955397968309468,0.0033224836766873,52.5779091911306,4.130052303069199
684,cnaPANCAN418,0.7925811923695637,0.00102125852580209,0.00182148522683167,0.00333045423443124,60.60572111902008,4.423402019196997
685,cnaPANCAN419,0.6324959400245124,0.09841896752608448,-0.17552571735632228,0.00332778041900671,55.88570044518476,4.248449612561264
686,cnaPANCAN420,0.9179811545402138,0.14075294013497913,0.25100448385254204,0.00333143581629267,64.64959354041275,4.668713594512697
687,cnaPANCAN421,0.7549108335328406,0.24953720570829,0.4449386316061048,0.00332997978245811,59.28619111514457,4.862399679647954
688,cnaPANCAN422,0.6186727813241337,0.2518082910348475,0.44897125589072656,0.00332746133694382,55.461333039032645,4.8659294387777035
689,cnaPANCAN423,0.6186727813241337,0.2518082910348475,0.44897125589072656,0.00332746133694382,55.461333039032645,4.8659294387777035
690,cnaPANCAN424,0.7407543578368432,0.10220171073835271,0.18226731509186853,0.00332977839672891,59.017779098378966,4.600667123058995
691,cnaPANCAN425,0.49466614952838817,0.14085998084164494,0.251190309028579,0.00332380047690393,53.10036024622716,4.668375929537752
