,Drug Name,Cell Line Name,TCGA Classification,Tissue,IC50,AUC,Z score
219,Nutlin-3a (-),OVCAR-4,OV,urogenital_system,5.624078679986784,0.9801766296988759,0.6759128178329913
220,Nutlin-3a (-),OVCAR-8,OV,urogenital_system,5.121670966649109,0.989945572820352,0.3947677639554511
221,Nutlin-3a (-),BxPC-3,PAAD,pancreas,6.290503058475526,0.9848659609359821,1.04884084584994
222,Nutlin-3a (-),BONNA-12,,blood,0.37534059579162427,0.6972802438800667,-2.261256959411923
223,Nutlin-3a (-),BHT-101,THCA,thyroid,5.195792279633054,0.9809960274580114,0.4362457110074682
224,Nutlin-3a (-),Becker,GBM,nervous_system,5.1207021666004575,0.9736531445313883,0.3942256278881821
225,Nutlin-3a (-),BE-13,ALL,blood,3.270602358689041,0.9440976501734188,-0.6410817457159429
226,Nutlin-3a (-),ARH-77,MM,blood,3.998978135940497,0.9758451912023661,-0.2334859988711466
227,Nutlin-3a (-),AGS,STAD,digestive_system,1.753093026592765,0.8375169769627646,-1.4902730132973128
228,Nutlin-3a (-),ABC-1,LUAD,lung,5.469454058119411,0.9750913245392993,0.5893855880719332
229,Nutlin-3a (-),A2058,SKCM,skin,5.102992852786835,0.9896199860908456,0.38431557703886526
230,Nutlin-3a (-),A375,SKCM,skin,1.824601491172559,0.8359033094637357,-1.4502572042377213
231,Nutlin-3a (-),A253,UNCLASSIFIED,aero_digestive_tract,5.078255219626881,0.9876732873512231,0.3704725108937326
232,Nutlin-3a (-),8305C,THCA,thyroid,5.784389857607919,0.9665654026271631,0.7656222181326903
233,Nutlin-3a (-),647-V,BLCA,urogenital_system,5.213099816890638,0.9871549746894298,0.44593092953734526
234,Nutlin-3a (-),639-V,BLCA,urogenital_system,4.819231174744006,0.981062009767428,0.22552384246986903
235,Nutlin-3a (-),697,UNCLASSIFIED,blood,0.280112799769924,0.7086510862878488,-2.314545997642047
236,Nutlin-3a (-),BT-20,BRCA,breast,5.263748235966718,0.9917155594880352,0.4742735527334704
237,Nutlin-3a (-),A2780,UNCLASSIFIED,urogenital_system,1.2247487999893287,0.7750230313195265,-1.7859320211327947
238,Nutlin-3a (-),COR-L105,LUAD,lung,3.207106005634654,0.8769176385134889,-0.6766140138849719
239,Nutlin-3a (-),CRO-AP2,DLBC,blood,-0.3374805046408718,0.6137337418724071,-2.6601483803950363
240,Nutlin-3a (-),COR-L88,SCLC,lung,6.117068287799296,0.9902642469761151,0.951787543021297
241,Nutlin-3a (-),COLO-824,BRCA,breast,5.205326328779109,0.979101222313841,0.4415809212155912
242,Nutlin-3a (-),COLO-800,SKCM,skin,4.577629815446475,0.968567030814606,0.09032482905237776
243,Nutlin-3a (-),COLO-792,SKCM,skin,4.077435233241848,0.9570206625855863,-0.18958176678576416
244,Nutlin-3a (-),COLO-680N,ESCA,aero_digestive_tract,7.373876804952945,0.9865250984817336,1.6550918293379084
245,Nutlin-3a (-),COLO-679,SKCM,skin,4.179034787359022,0.9424843133071006,-0.13272712192682126
